xf,County Name,State/Territory,Percent Black or African American alone,Percent American Indian / Alaska Native,Percent Asian,Percent Native Hawaiian or Pacific,Percent two or more races,Percent White,Percent Hispanic or Latino,Percent other races,Percent age under 10,Percent age 10 to 64,Percent age over 64,Total threshold criteria exceeded,Total categories exceeded,Identified as disadvantaged without considering neighbors,Identified as disadvantaged based on neighbors and relaxed low income threshold only,Identified as disadvantaged due to tribal overlap,Identified as disadvantaged,Percentage of tract that is disadvantaged by area,Share of neighbors that are identified as disadvantaged,Total population,Adjusted percent of individuals below 200% Federal Poverty Line (percentile),Adjusted percent of individuals below 200% Federal Poverty Line,Is low income?,Income data has been estimated based on geographic neighbor income,Greater than or equal to the 90th percentile for expected agriculture loss rate and is low income?,Expected agricultural loss rate (Natural Hazards Risk Index) (percentile),Expected agricultural loss rate (Natural Hazards Risk Index),Greater than or equal to the 90th percentile for expected building loss rate and is low income?,Expected building loss rate (Natural Hazards Risk Index) (percentile),Expected building loss rate (Natural Hazards Risk Index),Greater than or equal to the 90th percentile for expected population loss rate and is low income?,Expected population loss rate (Natural Hazards Risk Index) (percentile),Expected population loss rate (Natural Hazards Risk Index),Share of properties at risk of flood in 30 years (percentile),Share of properties at risk of flood in 30 years,Greater than or equal to the 90th percentile for share of properties at risk of flood in 30 years,Greater than or equal to the 90th percentile for share of properties at risk of flood in 30 years and is low income?,Share of properties at risk of fire in 30 years (percentile),Share of properties at risk of fire in 30 years,Greater than or equal to the 90th percentile for share of properties at risk of fire in 30 years,Greater than or equal to the 90th percentile for share of properties at risk of fire in 30 years and is low income?,Greater than or equal to the 90th percentile for energy burden and is low income?,Energy burden (percentile),Energy burden,Greater than or equal to the 90th percentile for PM2.5 exposure and is low income?,PM2.5 in the air (percentile),PM2.5 in the air,Greater than or equal to the 90th percentile for diesel particulate matter and is low income?,Diesel particulate matter exposure (percentile),Diesel particulate matter exposure,Greater than or equal to the 90th percentile for traffic proximity and is low income?,Traffic proximity and volume (percentile),Traffic proximity and volume,Greater than or equal to the 90th percentile for DOT transit barriers and is low income?,DOT Travel Barriers Score (percentile),Greater than or equal to the 90th percentile for housing burden and is low income?,Housing burden (percent) (percentile),Housing burden (percent),"Greater than or equal to the 90th percentile for lead paint, the median house value is less than 90th percentile and is low income?",Percent pre-1960s housing (lead paint indicator) (percentile),Percent pre-1960s housing (lead paint indicator),Median value ($) of owner-occupied housing units (percentile),Median value ($) of owner-occupied housing units,Greater than or equal to the 90th percentile for share of the tract's land area that is covered by impervious surface or cropland as a percent and is low income?,Greater than or equal to the 90th percentile for share of the tract's land area that is covered by impervious surface or cropland as a percent,Share of the tract's land area that is covered by impervious surface or cropland as a percent,Share of the tract's land area that is covered by impervious surface or cropland as a percent (percentile),Does the tract have at least 35 acres in it?,Tract experienced historic underinvestment and remains low income,Tract experienced historic underinvestment,Share of homes with no kitchen or indoor plumbing (percentile),Share of homes with no kitchen or indoor plumbing (percent),Greater than or equal to the 90th percentile for proximity to hazardous waste facilities and is low income?,Proximity to hazardous waste sites (percentile),Proximity to hazardous waste sites,Greater than or equal to the 90th percentile for proximity to superfund sites and is low income?,Proximity to NPL (Superfund) sites (percentile),Proximity to NPL (Superfund) sites,Greater than or equal to the 90th percentile for proximity to RMP sites and is low income?,Proximity to Risk Management Plan (RMP) facilities (percentile),Proximity to Risk Management Plan (RMP) facilities,Is there at least one Formerly Used Defense Site (FUDS) in the tract?,Is there at least one abandoned mine in this census tract?,There is at least one abandoned mine in this census tract and the tract is low income.,There is at least one Formerly Used Defense Site (FUDS) in the tract and the tract is low income.,"Is there at least one Formerly Used Defense Site (FUDS) in the tract, where missing data is treated as False?","Is there at least one abandoned mine in this census tract, where missing data is treated as False?",Greater than or equal to the 90th percentile for wastewater discharge and is low income?,Wastewater discharge (percentile),Wastewater discharge,Greater than or equal to the 90th percentile for leaky underground storage tanks and is low income?,Leaky underground storage tanks (percentile),Leaky underground storage tanks,Greater than or equal to the 90th percentile for asthma and is low income?,Current asthma among adults aged greater than or equal to 18 years (percentile),Current asthma among adults aged greater than or equal to 18 years,Greater than or equal to the 90th percentile for diabetes and is low income?,Diagnosed diabetes among adults aged greater than or equal to 18 years (percentile),Diagnosed diabetes among adults aged greater than or equal to 18 years,Greater than or equal to the 90th percentile for heart disease and is low income?,Coronary heart disease among adults aged greater than or equal to 18 years (percentile),Coronary heart disease among adults aged greater than or equal to 18 years,Greater than or equal to the 90th percentile for low life expectancy and is low income?,Low life expectancy (percentile),Life expectancy (years),Greater than or equal to the 90th percentile for low median household income as a percent of area median income and has low HS attainment?,Low median household income as a percent of area median income (percentile),Median household income as a percent of area median income,Greater than or equal to the 90th percentile for households in linguistic isolation and has low HS attainment?,Linguistic isolation (percent) (percentile),Linguistic isolation (percent),Greater than or equal to the 90th percentile for unemployment and has low HS attainment?,Unemployment (percent) (percentile),Unemployment (percent),Greater than or equal to the 90th percentile for households at or below 100% federal poverty level and has low HS attainment?,Percent of individuals below 200% Federal Poverty Line (percentile),Percent of individuals below 200% Federal Poverty Line,Percent of individuals < 100% Federal Poverty Line (percentile),Percent of individuals < 100% Federal Poverty Line,Percent individuals age 25 or over with less than high school degree (percentile),Percent individuals age 25 or over with less than high school degree,Percent of residents who are not currently enrolled in higher ed,Unemployment (percent) in 2009 (island areas) and 2010 (states and PR),Percentage households below 100% of federal poverty line in 2009 (island areas) and 2010 (states and PR),Greater than or equal to the 90th percentile for unemployment and has low HS education in 2009 (island areas)?,Greater than or equal to the 90th percentile for households at or below 100% federal poverty level and has low HS education in 2009 (island areas)?,Greater than or equal to the 90th percentile for low median household income as a percent of area median income and has low HS education in 2009 (island areas)?,Number of Tribal areas within Census tract for Alaska,Names of Tribal areas within Census tract,Percent of the Census tract that is within Tribal areas
1001020100,Autauga County,Alabama,0.07,0.0,0.0,0.0,0.07,0.83,0.01,0.0,0.1,0.76,0.13,0,0,False,False,,False,0,0.0,1993.0,0.42,0.18,False,False,False,45.0,0.0776,False,66.0,0.0253,False,76.0,0.0004,87.0,22.0,False,False,84.0,67.0,False,False,False,49.0,2.0,False,67.0,9.15,False,33.0,0.17,False,15.0,35.91,False,70.0,False,50.0,22.0,False,41.0,17.0,30.0,136100.0,False,False,760.0,10.0,True,False,,0.52,0.0,False,42.0,0.5,False,52.0,0.06,False,11.0,0.07,,,False,False,False,False,False,,,False,26.0,0.41,False,57.0,990.0,False,60.0,1130.0,False,59.0,640.0,False,89.0,73.09,False,29.0,114.0,False,12.0,0.0,False,22.0,2.0,False,44.0,27.0,66.0,16.0,60.0,12.0,91.0,2.0,10.0,False,False,False,,,
9001010700,Fairfield County,Connecticut,0.08,0.0,0.07,0.0,0.01,0.65,0.18,0.04,0.11,0.66,0.22,0,0,False,False,,False,0,0.0,3605.0,0.54,0.25,False,False,False,24.0,0.0085,False,18.0,0.0026,False,14.0,0.0,87.0,23.0,False,False,33.0,0.0,False,False,False,32.0,2.0,False,38.0,8.17,False,68.0,0.34,False,90.0,1792.11,False,46.0,False,68.0,28.0,False,84.0,64.0,96.0,819800.0,False,False,2463.0,31.0,True,False,,0.75,0.01,False,82.0,3.74,False,45.0,0.05,False,35.0,0.19,,,False,False,False,False,False,2.0,0.0,False,62.0,2.93,False,18.0,840.0,False,38.0,950.0,False,53.0,610.0,False,3.0,85.4,False,82.0,64.0,False,82.0,7.0,False,61.0,5.0,False,51.0,30.0,38.0,9.0,38.0,7.0,94.0,9.0,6.0,False,False,False,,,
9001010800,Fairfield County,Connecticut,0.0,0.0,0.07,0.0,0.02,0.76,0.12,0.01,0.12,0.73,0.13,0,0,False,False,,False,0,0.0,3551.0,0.2,0.08,False,False,False,,0.0,False,26.0,0.0048,False,16.0,0.0,92.0,32.0,True,False,33.0,0.0,False,False,False,24.0,2.0,False,37.0,8.14,False,62.0,0.3,False,90.0,1852.34,False,10.0,False,46.0,21.0,False,81.0,60.0,97.0,981100.0,False,False,3903.0,51.0,True,False,,0.61,0.0,False,86.0,4.76,False,47.0,0.05,False,44.0,0.28,,,False,False,False,False,False,,,False,82.0,6.73,False,9.0,790.0,False,9.0,690.0,False,18.0,430.0,False,6.0,84.2,False,13.0,142.0,False,80.0,7.0,False,44.0,4.0,False,17.0,14.0,16.0,4.0,18.0,4.0,93.0,5.0,3.0,False,False,False,,,
9001010900,Fairfield County,Connecticut,0.03,0.0,0.16,0.0,0.03,0.65,0.11,0.01,0.17,0.68,0.14,0,0,False,False,,False,0,16.0,5285.0,0.02,0.0,False,False,False,14.0,0.0016,False,20.0,0.0033,False,15.0,0.0,75.0,14.0,False,False,33.0,0.0,False,False,False,21.0,1.0,False,36.0,8.1,False,68.0,0.33,False,85.0,1340.55,False,10.0,False,24.0,15.0,False,74.0,50.0,97.0,933000.0,False,False,3459.0,44.0,True,False,,0.53,0.0,False,88.0,5.38,False,52.0,0.06,False,67.0,0.76,,,False,False,False,False,False,5.0,0.0,False,56.0,2.33,False,7.0,780.0,False,9.0,700.0,False,18.0,430.0,False,5.0,84.4,False,6.0,171.0,False,75.0,5.0,False,56.0,5.0,False,2.0,5.0,7.0,3.0,17.0,4.0,90.0,3.0,2.0,False,False,False,,,
9001011000,Fairfield County,Connecticut,0.0,0.0,0.03,0.0,0.03,0.79,0.12,0.01,0.16,0.69,0.13,0,0,False,False,,False,0,20.0,5554.0,0.02,0.0,False,False,False,42.0,0.0649,False,36.0,0.0077,False,29.0,0.0001,93.0,37.0,True,False,33.0,0.0,False,False,False,10.0,1.0,False,36.0,8.09,False,68.0,0.34,False,78.0,893.04,False,16.0,False,9.0,11.0,False,74.0,49.0,99.0,1805400.0,False,False,1672.0,21.0,True,False,,0.21,0.0,False,86.0,4.76,False,50.0,0.06,False,54.0,0.45,,,False,False,False,False,False,6.0,0.0,False,67.0,3.56,False,7.0,780.0,False,6.0,640.0,False,12.0,390.0,False,2.0,85.5,False,0.0,246.0,False,54.0,2.0,False,0.0,0.0,False,2.0,5.0,12.0,4.0,5.0,1.0,93.0,7.0,0.0,False,False,False,,,
9001011100,Fairfield County,Connecticut,0.0,0.0,0.07,0.0,0.01,0.79,0.1,0.0,0.14,0.72,0.13,0,0,False,False,,False,0,0.0,4609.0,0.15,0.05,False,False,False,37.0,0.0399,False,25.0,0.0045,False,19.0,0.0,76.0,14.0,False,False,33.0,0.0,False,False,False,12.0,1.0,False,36.0,8.11,False,70.0,0.35,False,86.0,1366.45,False,25.0,False,20.0,14.0,False,79.0,56.0,99.0,2000001.0,False,False,1612.0,20.0,True,False,,0.68,0.01,False,85.0,4.39,False,49.0,0.05,False,52.0,0.4,,,False,False,False,False,False,3.0,0.0,False,32.0,0.68,False,6.0,770.0,False,8.0,680.0,False,19.0,440.0,False,6.0,84.0,False,0.0,261.0,False,60.0,2.0,False,43.0,4.0,False,10.0,11.0,25.0,6.0,6.0,1.0,94.0,3.0,1.0,False,False,False,,,
10001040100,Kent County,Delaware,0.07,0.0,0.01,0.0,0.02,0.83,0.03,0.0,0.11,0.74,0.14,0,0,False,False,,False,0,0.0,7078.0,0.36,0.15,False,False,False,61.0,0.2311,False,34.0,0.0068,False,41.0,0.0001,37.0,5.0,False,False,33.0,0.0,False,False,False,63.0,3.0,False,14.0,7.07,False,22.0,0.12,False,1.0,0.34,False,92.0,False,39.0,19.0,False,19.0,4.0,63.0,252500.0,False,False,5291.0,70.0,True,False,,0.21,0.0,False,20.0,0.12,False,70.0,0.11,False,27.0,0.15,,,False,False,False,False,False,,,False,6.0,0.0,False,83.0,1110.0,False,58.0,1110.0,False,49.0,590.0,False,,,False,23.0,123.0,False,65.0,3.0,False,62.0,5.0,False,31.0,21.0,35.0,8.0,71.0,15.0,94.0,1.0,7.0,False,False,False,,,
10001040201,Kent County,Delaware,0.22,0.0,0.01,0.0,0.04,0.65,0.06,0.0,0.12,0.74,0.12,0,0,False,False,,False,0,0.0,4736.0,0.51,0.23,False,False,False,61.0,0.2373,False,36.0,0.0075,False,44.0,0.0001,27.0,4.0,False,False,33.0,0.0,False,False,False,59.0,3.0,False,16.0,7.18,False,36.0,0.18,False,49.0,278.01,False,54.0,False,64.0,27.0,False,49.0,24.0,50.0,191200.0,False,False,5087.0,68.0,True,False,,0.21,0.0,False,13.0,0.07,False,68.0,0.1,False,70.0,0.86,,,False,False,False,False,False,,,False,43.0,1.35,False,83.0,1110.0,False,46.0,1010.0,False,29.0,490.0,False,51.0,78.4,False,54.0,89.0,False,46.0,1.0,False,58.0,5.0,False,45.0,28.0,57.0,13.0,45.0,8.0,95.0,5.0,12.0,False,False,False,,,
10001040202,Kent County,Delaware,0.27,0.0,0.0,0.0,0.04,0.62,0.05,0.0,0.12,0.71,0.16,0,0,False,False,,False,0,0.0,16940.0,0.41,0.18,False,False,False,60.0,0.2267,False,34.0,0.0069,False,38.0,0.0001,27.0,4.0,False,False,33.0,0.0,False,False,False,41.0,2.0,False,15.0,7.16,False,32.0,0.17,False,40.0,192.54,False,82.0,False,43.0,20.0,False,33.0,12.0,63.0,253500.0,False,False,5254.0,70.0,True,False,,0.67,0.0,False,18.0,0.1,False,85.0,0.19,False,46.0,0.31,,,False,False,False,False,False,,,False,37.0,0.93,False,80.0,1090.0,False,61.0,1140.0,False,47.0,580.0,False,52.0,78.3,False,24.0,121.0,False,54.0,2.0,False,37.0,3.0,False,35.0,23.0,16.0,4.0,47.0,9.0,94.0,4.0,6.0,False,False,False,,,
10001040203,Kent County,Delaware,0.36,0.0,0.0,0.0,0.02,0.54,0.06,0.0,0.16,0.63,0.19,0,0,False,False,,False,0,14.0,5443.0,0.62,0.29,False,False,False,61.0,0.2455,False,43.0,0.011,False,47.0,0.0001,19.0,2.0,False,False,68.0,0.0,False,False,False,59.0,3.0,False,17.0,7.24,False,32.0,0.16,False,81.0,1048.94,False,96.0,False,51.0,22.0,False,28.0,9.0,57.0,224600.0,False,False,6684.0,86.0,True,False,,0.51,0.0,False,15.0,0.08,False,80.0,0.15,False,37.0,0.21,,,False,False,False,False,False,,,False,44.0,1.37,False,83.0,1110.0,False,59.0,1120.0,False,39.0,540.0,False,73.0,76.0,False,33.0,109.0,False,12.0,0.0,False,7.0,1.0,False,56.0,33.0,50.0,11.0,22.0,4.0,95.0,3.0,18.0,False,False,False,,,
